"Question","Answer","Source"
"let me know the benefits of payeasy   ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"let me know the benefits of pay easy    ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"benefits of payeasy","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"benefits of pay easy ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"advantages of pay easy","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"advantages of payeasy ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"key benefits of payeasy ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"key benefits of pay easy  ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"advantages of having pay easy","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"advantages of having payeasy ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"service offered by pay easy ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"service offered by payeasy  ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"what benefits do i get from pay easy","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"what benefits do i get from payeasy ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"what benefits do i obtain from pay easy ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"what benefits do i obtain from payeasy  ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"wht are the advantages of payeasy  ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"wht are the advantages of pay easy  ","The biggest collection of payment options.\n\nPay using any credit card (Sampath/ non Sampath)Multiple bill payments with a single debit from the bank account.\n\nIt is not necessary to have a personal internet connection as the facility is available at Sampath Bank’s easyBankingCenters – 24 hours a day x 7 days a week.\n\nPrinted confirmation on payment is available.\n\nFree membership which entitles members to additional benefits and options in making payments.\n\nMembers can get printed confirmation on their last 25 payments, even at a later date. \n\n 128 bit SSL security for all sensitive Credit Card/Internet Banking information. Security & secrecy of member data is ensured by providing members passwords to access their accounts.","Editorial"
"contact number of pay easy","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"contact number of payeasy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want to contact pay easy","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want to contact payeasy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want the contact number of pay easy","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want the contact number of payeasy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"phone number of pay easy","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"phone number of payeasy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want the phone number of pay easy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want the phone number of payeasy  ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"technical support information","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"email id of payeasy","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"email id of pay easy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"e-mail id of payeasy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"e-mail id of pay easy  ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"e-mail address of pay easy   ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"e-mail address of payeasy    ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"email address of pay easy    ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"email address of payeasy    ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the email address of payeasy     ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the email address of pay easy      ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the e-mail address of payeasy      ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the e-mail address of pay easy       ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the e-mail id of payeasy       ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the e-mail id of pay easy        ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"let me know the email id of payeasy","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"let me know the email id of pay easy ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"charges for pay easy","Free of charge","Editorial"
"charges for payeasy ","Free of charge","Editorial"
"charges of payeasy","Free of charge","Editorial"
"charges of pay easy","Free of charge","Editorial"
"can i know the charges of pay easy","Free of charge","Editorial"
"can i know the charges of payeasy ","Free of charge","Editorial"
"may i know the charges of pay easy ","Free of charge","Editorial"
"may i know the charges of payeasy  ","Free of charge","Editorial"
"let me know the charges of payeasy   ","Free of charge","Editorial"
"let me know the charges of pay easy    ","Free of charge","Editorial"
"do you charge for payeasy","Free of charge","Editorial"
"do you charge for pay easy ","Free of charge","Editorial"
"service charge for pay easy","Free of charge","Editorial"
"service charge for payeasy ","Free of charge","Editorial"
"i want to know about the charges of payeasy","Free of charge","Editorial"
"i want to know about the charges of pay easy ","Free of charge","Editorial"
"how can i register mobile cash","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"can i apply for mobile cash","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"i want to apply for mobile cash ","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"want to create an account in mobile cash","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"want to create mobile cash","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"i want to open mobile cash   ","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"can i register mobile cash","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"i want to join for mobile cash ","[https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash](https://www.sampath.lk/en/personal/electronic-banking/sampath-mobile-cash)","Editorial"
"who are eligible to obtain mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who are eligible to get mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who can obtain mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who can get mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"do you provide mobile cash facility to everyone","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"eligibility to obtain mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"eligibility to get mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can i know the eligibility of mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"may i know the eligibility of mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"let me know the eligibility of mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"am i eligible for mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who are eligible for mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can anyone get mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can anyone obtain mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who is able to get mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who is able to obtain mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can i get mobile cash  ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can i obtain mobile cash  ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"eligibility for mobile cash ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"to whom can i send the mobile cash","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"contact number of mobile cash","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"phone number of mobile cash ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want to contact mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want the contact number of mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"i want the phone number of mobile cash  ","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"technical support information of mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"email id of mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"e-mail id of mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"e-mail address of mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"email address of mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the email address of mobile cash\n\n","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the e-mail address of mobile cash","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"can i know the e-mail id of mobile cash","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"let me know the email id of mobile cash","Telephone: +94 11 2 30 30 50 \n\n E-mail: info@sampath.lk","Editorial"
"who are eligible to obtain pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who are eligible to get pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who can obtain pay app  ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who can get pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"do you provide pay app facility to everyone  ","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"eligibility to obtain pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"eligibility to get pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can i know the eligibility of pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"may i know the eligibility of pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"let me know the eligibility of pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"am i eligible for pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who are eligible for pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can anyone get pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"can anyone obtain pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
"who is able to get pay app","\n- Sender - Sampath bank account holders. \n\n- Receiver - The beneficiary can be a non-account holder \n\n- Exchange limit per transaction is up to Rs 40,000 \n\n- Maximum transfer amount per day, for a particular sender is Rs 200,000. \n\n- Minimum amount per transaction is Rs 1,000 while the transaction amount must be in multiples of Rs 100.","Editorial"
